"Latest: Time (s)","Latest: Force (N)","Latest: Force 4 (N)","Latest: Force 2 (N)","Latest: Force 3 (N)","Latest: Total Force (N)"
7482,710.62,406.59,282.05,337,1736.26
7484,710.62,406.59,282.05,337,1736.26
7486,711.84,407.81,282.05,337,1738.7
7488,710.62,406.59,282.05,338.22,1737.48
7490,711.84,406.59,282.05,337,1737.48
7492,710.62,407.81,282.05,335.78,1736.26
7494,710.62,406.59,282.05,337,1736.26
7496,710.62,409.04,282.05,337,1738.71
7498,710.62,406.59,282.05,337,1736.26
7500,710.62,406.59,282.05,337,1736.26
7502,710.62,406.59,282.05,337,1736.26
7504,711.84,406.59,283.27,337,1738.7
7506,710.62,406.59,282.05,337,1736.26
7508,711.84,407.81,282.05,337,1738.7
7510,710.62,406.59,282.05,338.22,1737.48
7512,710.62,406.59,283.27,337,1737.48
7514,711.84,407.81,282.05,337,1738.7
7516,711.84,407.81,282.05,337,1738.7
7518,711.84,406.59,282.05,337,1737.48
7520,711.84,407.81,282.05,338.22,1739.92
7522,711.84,406.59,282.05,337,1737.48
7524,711.84,407.81,282.05,337,1738.7
7526,710.62,406.59,282.05,337,1736.26
7528,710.62,406.59,282.05,337,1736.26
7530,711.84,407.81,282.05,337,1738.7
7532,711.84,407.81,282.05,337,1738.7
7534,710.62,406.59,282.05,337,1736.26
7536,710.62,406.59,282.05,337,1736.26
7538,710.62,407.81,282.05,337,1737.48
7540,710.62,406.59,282.05,337,1736.26
7542,710.62,407.81,282.05,338.22,1738.7
7544,710.62,407.81,282.05,337,1737.48
7546,711.84,407.81,282.05,337,1738.7
7548,710.62,407.81,282.05,337,1737.48
7550,710.62,406.59,283.27,338.22,1738.7
7552,711.84,407.81,282.05,337,1738.7
7554,710.62,406.59,282.05,337,1736.26
7556,711.84,407.81,282.05,337,1738.7
7558,710.62,406.59,282.05,338.22,1737.48
7560,710.62,406.59,282.05,337,1736.26
7562,710.62,407.81,282.05,337,1737.48
7564,710.62,407.81,282.05,337,1737.48
7566,710.62,407.81,282.05,337,1737.48
7568,709.4,407.81,283.27,337,1737.48
7570,710.62,406.59,282.05,337,1736.26
7572,710.62,406.59,282.05,337,1736.26
7574,710.62,407.81,282.05,337,1737.48
7576,710.62,406.59,282.05,337,1736.26
7578,710.62,407.81,282.05,337,1737.48
7580,710.62,406.59,282.05,337,1736.26
7582,710.62,406.59,282.05,337,1736.26
7584,710.62,407.81,282.05,337,1737.48
7586,710.62,406.59,283.27,338.22,1738.7
7588,710.62,406.59,282.05,337,1736.26
7590,710.62,406.59,282.05,337,1736.26
7592,711.84,406.59,282.05,337,1737.48
7594,710.62,406.59,282.05,338.22,1737.48
7596,711.84,406.59,283.27,337,1738.7
7598,710.62,406.59,282.05,337,1736.26
7600,710.62,406.59,282.05,337,1736.26
7602,710.62,407.81,282.05,337,1737.48
7604,710.62,406.59,283.27,337,1737.48
7606,711.84,407.81,282.05,335.78,1737.48
7608,711.84,407.81,282.05,337,1738.7
7610,711.84,407.81,282.05,337,1738.7
7612,710.62,407.81,282.05,335.78,1736.26
7614,711.84,409.04,282.05,335.78,1738.71
7616,711.84,407.81,282.05,337,1738.7
7618,710.62,407.81,282.05,337,1737.48
7620,711.84,407.81,282.05,337,1738.7
7622,711.84,406.59,283.27,337,1738.7
7624,711.84,407.81,283.27,335.78,1738.7
7626,711.84,407.81,282.05,337,1738.7
7628,711.84,407.81,282.05,335.78,1737.48
7630,711.84,407.81,282.05,335.78,1737.48
7632,711.84,406.59,282.05,337,1737.48
7634,710.62,407.81,282.05,337,1737.48
7636,710.62,407.81,283.27,337,1738.7
7638,711.84,407.81,283.27,337,1739.92
7640,710.62,407.81,283.27,337,1738.7
7642,711.84,407.81,283.27,337,1739.92
7644,711.84,407.81,282.05,335.78,1737.48
7646,710.62,407.81,283.27,337,1738.7
7648,711.84,406.59,282.05,335.78,1736.26
7650,710.62,407.81,282.05,337,1737.48
7652,711.84,407.81,282.05,337,1738.7
7654,710.62,407.81,283.27,337,1738.7
7656,711.84,406.59,283.27,337,1738.7
7658,710.62,406.59,283.27,337,1737.48
7660,710.62,407.81,283.27,337,1738.7
7662,711.84,407.81,282.05,337,1738.7
7664,710.62,406.59,282.05,337,1736.26
7666,711.84,406.59,283.27,337,1738.7
7668,711.84,407.81,282.05,335.78,1737.48
7670,710.62,406.59,283.27,338.22,1738.7
7672,711.84,407.81,283.27,337,1739.92
7674,710.62,406.59,282.05,337,1736.26
7676,710.62,406.59,283.27,337,1737.48
7678,711.84,407.81,283.27,337,1739.92
7680,710.62,407.81,283.27,337,1738.7
7682,710.62,406.59,283.27,335.78,1736.26
7684,711.84,407.81,283.27,337,1739.92
7686,710.62,406.59,282.05,337,1736.26
7688,710.62,407.81,282.05,338.22,1738.7
7690,710.62,406.59,282.05,337,1736.26
7692,710.62,407.81,283.27,337,1738.7
7694,710.62,407.81,283.27,337,1738.7
7696,710.62,407.81,283.27,337,1738.7
7698,710.62,407.81,283.27,337,1738.7
7700,711.84,406.59,283.27,337,1738.7
7702,711.84,406.59,283.27,337,1738.7
7704,710.62,407.81,282.05,338.22,1738.7
7706,710.62,406.59,282.05,337,1736.26
7708,710.62,406.59,283.27,335.78,1736.26
7710,710.62,407.81,283.27,337,1738.7
7712,711.84,406.59,282.05,337,1737.48
7714,710.62,406.59,283.27,335.78,1736.26
7716,711.84,407.81,282.05,337,1738.7
7718,710.62,407.81,283.27,335.78,1737.48
7720,711.84,406.59,283.27,337,1738.7
7722,711.84,406.59,282.05,337,1737.48
7724,711.84,406.59,282.05,337,1737.48
7726,710.62,406.59,282.05,338.22,1737.48
7728,710.62,406.59,283.27,337,1737.48
7730,711.84,406.59,282.05,338.22,1738.7
7732,710.62,406.59,283.27,337,1737.48
7734,711.84,406.59,282.05,337,1737.48
7736,710.62,406.59,283.27,337,1737.48
7738,711.84,406.59,283.27,337,1738.7
7740,711.84,406.59,283.27,337,1738.7
7742,711.84,407.81,283.27,337,1739.92
7744,710.62,406.59,283.27,337,1737.48
7746,710.62,406.59,283.27,337,1737.48
7748,711.84,407.81,283.27,337,1739.92
7750,711.84,407.81,283.27,337,1739.92
7752,711.84,407.81,282.05,337,1738.7
7754,710.62,407.81,282.05,338.22,1738.7
7756,711.84,406.59,282.05,337,1737.48
7758,711.84,407.81,283.27,337,1739.92
7760,710.62,407.81,282.05,337,1737.48
7762,711.84,407.81,283.27,337,1739.92
7764,711.84,407.81,282.05,337,1738.7
7766,711.84,407.81,282.05,338.22,1739.92
7768,710.62,407.81,283.27,337,1738.7
7770,711.84,407.81,282.05,338.22,1739.92
7772,710.62,407.81,283.27,337,1738.7
7774,710.62,406.59,282.05,335.78,1735.04
7776,710.62,406.59,283.27,335.78,1736.26
7778,710.62,407.81,283.27,337,1738.7
7780,710.62,407.81,282.05,337,1737.48
7782,710.62,407.81,283.27,337,1738.7
7784,710.62,407.81,282.05,337,1737.48
7786,711.84,407.81,283.27,337,1739.92
7788,710.62,406.59,282.05,337,1736.26
7790,710.62,407.81,283.27,337,1738.7
7792,711.84,406.59,283.27,338.22,1739.92
7794,710.62,407.81,283.27,337,1738.7
7796,710.62,406.59,282.05,337,1736.26
7798,710.62,407.81,283.27,337,1738.7
7800,710.62,406.59,283.27,337,1737.48
7802,711.84,407.81,282.05,335.78,1737.48
7804,710.62,407.81,282.05,337,1737.48
7806,711.84,406.59,282.05,337,1737.48
7808,710.62,406.59,282.05,337,1736.26
7810,710.62,406.59,283.27,337,1737.48
7812,711.84,407.81,282.05,337,1738.7
7814,710.62,407.81,282.05,337,1737.48
7816,711.84,407.81,282.05,337,1738.7
7818,710.62,407.81,282.05,337,1737.48
7820,710.62,407.81,282.05,337,1737.48
7822,710.62,407.81,282.05,337,1737.48
7824,710.62,407.81,282.05,337,1737.48
7826,710.62,406.59,283.27,335.78,1736.26
7828,710.62,406.59,282.05,337,1736.26
7830,710.62,407.81,282.05,337,1737.48
7832,710.62,406.59,282.05,337,1736.26
7834,710.62,406.59,283.27,337,1737.48
7836,710.62,406.59,282.05,335.78,1735.04
7838,710.62,407.81,282.05,337,1737.48
7840,710.62,406.59,282.05,337,1736.26
7842,710.62,407.81,282.05,337,1737.48
7844,710.62,406.59,282.05,335.78,1735.04
7846,710.62,407.81,283.27,337,1738.7
7848,710.62,407.81,282.05,337,1737.48
7850,710.62,406.59,282.05,337,1736.26
7852,710.62,407.81,282.05,337,1737.48
7854,711.84,407.81,282.05,337,1738.7
7856,710.62,406.59,283.27,337,1737.48
7858,711.84,407.81,282.05,337,1738.7
7860,710.62,406.59,282.05,337,1736.26
7862,710.62,407.81,283.27,337,1738.7
7864,710.62,406.59,282.05,337,1736.26
7866,710.62,406.59,282.05,337,1736.26
7868,710.62,406.59,282.05,338.22,1737.48
7870,711.84,407.81,282.05,337,1738.7
7872,711.84,407.81,282.05,337,1738.7
7874,710.62,407.81,282.05,337,1737.48
7876,711.84,407.81,282.05,337,1738.7
7878,710.62,407.81,282.05,337,1737.48
7880,711.84,407.81,282.05,337,1738.7
7882,711.84,407.81,282.05,338.22,1739.92
7884,711.84,407.81,283.27,338.22,1741.14
7886,711.84,407.81,282.05,337,1738.7
7888,710.62,407.81,282.05,337,1737.48
7890,711.84,406.59,282.05,337,1737.48
7892,710.62,407.81,282.05,338.22,1738.7
7894,710.62,407.81,282.05,337,1737.48
7896,710.62,407.81,283.27,338.22,1739.92
7898,710.62,407.81,283.27,338.22,1739.92
7900,710.62,407.81,282.05,337,1737.48
7902,711.84,407.81,283.27,338.22,1741.14
7904,711.84,407.81,283.27,338.22,1741.14
7906,711.84,407.81,283.27,337,1739.92
7908,711.84,407.81,283.27,337,1739.92
7910,710.62,407.81,283.27,337,1738.7
7912,711.84,407.81,283.27,337,1739.92
7914,711.84,407.81,283.27,337,1739.92
7916,710.62,406.59,283.27,338.22,1738.7
7918,710.62,407.81,283.27,338.22,1739.92
7920,711.84,407.81,283.27,335.78,1738.7
7922,710.62,407.81,283.27,337,1738.7
7924,709.4,409.04,283.27,337,1738.71
7926,710.62,409.04,284.49,335.78,1739.93
7928,710.62,407.81,283.27,338.22,1739.92
7930,710.62,407.81,283.27,337,1738.7
7932,709.4,407.81,284.49,335.78,1737.48
7934,710.62,407.81,282.05,337,1737.48
7936,711.84,409.04,283.27,337,1741.15
7938,710.62,407.81,283.27,337,1738.7
7940,709.4,407.81,283.27,335.78,1736.26
7942,710.62,407.81,283.27,337,1738.7
7944,711.84,407.81,283.27,337,1739.92
7946,710.62,407.81,283.27,337,1738.7
7948,710.62,406.59,282.05,338.22,1737.48
7950,710.62,407.81,283.27,338.22,1739.92
7952,710.62,406.59,283.27,338.22,1738.7
7954,711.84,407.81,283.27,338.22,1741.14
7956,711.84,407.81,283.27,338.22,1741.14
7958,711.84,406.59,282.05,338.22,1738.7
7960,710.62,407.81,283.27,337,1738.7
7962,710.62,407.81,282.05,338.22,1738.7
7964,710.62,407.81,282.05,338.22,1738.7
7966,710.62,407.81,282.05,338.22,1738.7
7968,710.62,406.59,283.27,338.22,1738.7
7970,709.4,406.59,283.27,338.22,1737.48
7972,710.62,406.59,283.27,337,1737.48
7974,710.62,406.59,282.05,337,1736.26
7976,711.84,405.37,282.05,338.22,1737.48
7978,711.84,406.59,282.05,338.22,1738.7
7980,711.84,406.59,282.05,337,1737.48
7982,711.84,406.59,282.05,337,1737.48
7984,711.84,407.81,282.05,338.22,1739.92
7986,711.84,406.59,283.27,338.22,1739.92
7988,711.84,407.81,283.27,338.22,1741.14
7990,710.62,407.81,282.05,337,1737.48
7992,711.84,406.59,282.05,338.22,1738.7
7994,711.84,406.59,282.05,338.22,1738.7
7996,711.84,406.59,283.27,338.22,1739.92
7998,713.06,406.59,282.05,338.22,1739.92
8000,713.06,406.59,282.05,337,1738.7
8002,713.06,406.59,282.05,337,1738.7
8004,711.84,406.59,282.05,338.22,1738.7
8006,711.84,406.59,282.05,338.22,1738.7
8008,713.06,406.59,282.05,338.22,1739.92
8010,711.84,406.59,283.27,337,1738.7
8012,711.84,406.59,282.05,338.22,1738.7
8014,711.84,406.59,283.27,338.22,1739.92
8016,711.84,406.59,283.27,338.22,1739.92
8018,711.84,406.59,283.27,338.22,1739.92
8020,711.84,406.59,283.27,338.22,1739.92
8022,710.62,406.59,282.05,337,1736.26
8024,711.84,407.81,282.05,338.22,1739.92
8026,711.84,405.37,282.05,338.22,1737.48
8028,711.84,407.81,282.05,337,1738.7
8030,711.84,406.59,282.05,338.22,1738.7
8032,711.84,406.59,282.05,337,1737.48
8034,713.06,406.59,282.05,337,1738.7
8036,713.06,406.59,282.05,337,1738.7
8038,711.84,406.59,282.05,338.22,1738.7
8040,713.06,406.59,282.05,337,1738.7
8042,711.84,406.59,282.05,338.22,1738.7
8044,711.84,406.59,282.05,338.22,1738.7
8046,711.84,405.37,283.27,338.22,1738.7
8048,713.06,406.59,282.05,338.22,1739.92
8050,711.84,405.37,282.05,338.22,1737.48
8052,713.06,406.59,282.05,338.22,1739.92
8054,710.62,407.81,282.05,338.22,1738.7
8056,710.62,409.04,282.05,338.22,1739.93
8058,711.84,406.59,282.05,337,1737.48
8060,710.62,407.81,282.05,338.22,1738.7
8062,710.62,409.04,282.05,338.22,1739.93
8064,709.4,409.04,282.05,338.22,1738.71
8066,710.62,407.81,282.05,338.22,1738.7
8068,710.62,407.81,282.05,338.22,1738.7
8070,710.62,407.81,282.05,338.22,1738.7
8072,710.62,407.81,282.05,338.22,1738.7
8074,710.62,407.81,282.05,338.22,1738.7
8076,710.62,407.81,282.05,338.22,1738.7
8078,710.62,407.81,282.05,338.22,1738.7
8080,710.62,407.81,282.05,338.22,1738.7
8082,711.84,406.59,282.05,339.44,1739.92
8084,711.84,405.37,282.05,339.44,1738.7
8086,711.84,406.59,282.05,338.22,1738.7
8088,711.84,406.59,280.83,337,1736.26
8090,711.84,406.59,282.05,338.22,1738.7
8092,713.06,406.59,282.05,337,1738.7
8094,713.06,405.37,282.05,337,1737.48
8096,711.84,405.37,282.05,337,1736.26
8098,711.84,406.59,282.05,337,1737.48
8100,711.84,406.59,282.05,337,1737.48
8102,711.84,406.59,282.05,338.22,1738.7
8104,711.84,406.59,282.05,338.22,1738.7
8106,711.84,406.59,283.27,338.22,1739.92
8108,711.84,406.59,283.27,337,1738.7
8110,711.84,406.59,283.27,337,1738.7
8112,713.06,406.59,282.05,338.22,1739.92
8114,713.06,407.81,282.05,338.22,1741.14
8116,714.29,406.59,282.05,338.22,1741.15
8118,711.84,406.59,282.05,338.22,1738.7
8120,711.84,406.59,282.05,338.22,1738.7
8122,711.84,406.59,282.05,338.22,1738.7
8124,713.06,405.37,282.05,338.22,1738.7
8126,711.84,406.59,283.27,338.22,1739.92
8128,711.84,406.59,282.05,338.22,1738.7
8130,711.84,405.37,282.05,338.22,1737.48
8132,714.29,405.37,282.05,338.22,1739.93
8134,714.29,406.59,282.05,338.22,1741.15
8136,713.06,406.59,282.05,338.22,1739.92
8138,711.84,407.81,282.05,337,1738.7
8140,711.84,406.59,283.27,337,1738.7
8142,711.84,406.59,283.27,337,1738.7
8144,710.62,406.59,283.27,337,1737.48
8146,711.84,406.59,283.27,337,1738.7
8148,711.84,406.59,283.27,337,1738.7
8150,711.84,406.59,283.27,337,1738.7
8152,711.84,406.59,282.05,337,1737.48
8154,711.84,405.37,282.05,338.22,1737.48
8156,713.06,406.59,282.05,337,1738.7
8158,713.06,406.59,282.05,337,1738.7
8160,710.62,406.59,282.05,337,1736.26
8162,711.84,407.81,282.05,337,1738.7
8164,713.06,406.59,282.05,337,1738.7
8166,711.84,407.81,282.05,337,1738.7
8168,711.84,407.81,282.05,337,1738.7
8170,711.84,406.59,282.05,337,1737.48
8172,711.84,407.81,282.05,337,1738.7
8174,711.84,407.81,282.05,338.22,1739.92
8176,711.84,407.81,283.27,338.22,1741.14
8178,711.84,407.81,283.27,337,1739.92
8180,711.84,409.04,282.05,338.22,1741.15
8182,711.84,407.81,282.05,338.22,1739.92
8184,711.84,406.59,282.05,337,1737.48
8186,711.84,407.81,282.05,337,1738.7
8188,711.84,406.59,282.05,337,1737.48
8190,711.84,406.59,282.05,337,1737.48
8192,711.84,407.81,282.05,337,1738.7
8194,711.84,406.59,282.05,337,1737.48
8196,710.62,406.59,282.05,337,1736.26
8198,710.62,407.81,282.05,337,1737.48
8200,711.84,407.81,282.05,338.22,1739.92
8202,710.62,407.81,282.05,337,1737.48
8204,711.84,407.81,282.05,338.22,1739.92
8206,711.84,406.59,282.05,338.22,1738.7
8208,711.84,407.81,282.05,338.22,1739.92
8210,713.06,406.59,282.05,337,1738.7
8212,711.84,406.59,283.27,337,1738.7
8214,711.84,406.59,283.27,337,1738.7
8216,711.84,406.59,282.05,337,1737.48
8218,711.84,407.81,283.27,337,1739.92
8220,711.84,407.81,282.05,337,1738.7
8222,713.06,406.59,282.05,337,1738.7
8224,713.06,406.59,283.27,338.22,1741.14
8226,711.84,407.81,283.27,338.22,1741.14
8228,711.84,407.81,282.05,338.22,1739.92
8230,711.84,407.81,283.27,337,1739.92
8232,711.84,407.81,283.27,338.22,1741.14
8234,711.84,406.59,282.05,338.22,1738.7
8236,711.84,407.81,283.27,337,1739.92
8238,711.84,407.81,282.05,338.22,1739.92
8240,711.84,407.81,282.05,338.22,1739.92
8242,711.84,407.81,283.27,337,1739.92
8244,711.84,407.81,282.05,337,1738.7
8246,711.84,407.81,283.27,338.22,1741.14
8248,711.84,407.81,282.05,337,1738.7
8250,711.84,406.59,282.05,337,1737.48
8252,711.84,407.81,282.05,338.22,1739.92
8254,711.84,407.81,283.27,338.22,1741.14
8256,711.84,406.59,282.05,338.22,1738.7
8258,711.84,407.81,282.05,337,1738.7
8260,711.84,407.81,282.05,337,1738.7
8262,711.84,407.81,283.27,338.22,1741.14
8264,711.84,406.59,282.05,338.22,1738.7
8266,711.84,407.81,283.27,338.22,1741.14
8268,711.84,406.59,282.05,338.22,1738.7
8270,711.84,407.81,282.05,337,1738.7
8272,711.84,407.81,283.27,337,1739.92
8274,711.84,407.81,283.27,338.22,1741.14
8276,711.84,407.81,283.27,337,1739.92
8278,710.62,406.59,282.05,338.22,1737.48
8280,711.84,407.81,282.05,338.22,1739.92
8282,710.62,407.81,283.27,337,1738.7
8284,711.84,407.81,282.05,338.22,1739.92
8286,711.84,407.81,283.27,338.22,1741.14
8288,711.84,407.81,282.05,338.22,1739.92
8290,711.84,407.81,283.27,337,1739.92
8292,711.84,406.59,282.05,337,1737.48
8294,711.84,407.81,282.05,337,1738.7
8296,711.84,406.59,282.05,337,1737.48
8298,711.84,406.59,283.27,337,1738.7
8300,711.84,407.81,282.05,338.22,1739.92
8302,711.84,406.59,283.27,337,1738.7
8304,711.84,406.59,283.27,338.22,1739.92
8306,713.06,406.59,283.27,338.22,1741.14
8308,711.84,407.81,283.27,337,1739.92
8310,711.84,406.59,283.27,338.22,1739.92
8312,711.84,407.81,283.27,337,1739.92
8314,711.84,407.81,283.27,337,1739.92
8316,711.84,406.59,282.05,338.22,1738.7
8318,711.84,407.81,283.27,337,1739.92
8320,711.84,406.59,282.05,337,1737.48
8322,711.84,406.59,282.05,338.22,1738.7
8324,713.06,406.59,283.27,338.22,1741.14
8326,711.84,406.59,282.05,338.22,1738.7
8328,711.84,406.59,283.27,337,1738.7
8330,711.84,407.81,283.27,337,1739.92
8332,711.84,406.59,282.05,338.22,1738.7
8334,713.06,407.81,282.05,338.22,1741.14
8336,711.84,406.59,283.27,338.22,1739.92
8338,711.84,407.81,283.27,338.22,1741.14
8340,711.84,407.81,282.05,337,1738.7
8342,713.06,407.81,282.05,338.22,1741.14
8344,711.84,406.59,282.05,338.22,1738.7
8346,711.84,407.81,283.27,338.22,1741.14
8348,711.84,406.59,283.27,338.22,1739.92
8350,711.84,407.81,283.27,338.22,1741.14
8352,713.06,407.81,282.05,337,1739.92
8354,713.06,407.81,282.05,337,1739.92
8356,711.84,407.81,282.05,337,1738.7
8358,711.84,407.81,283.27,338.22,1741.14
8360,711.84,407.81,282.05,337,1738.7
8362,711.84,406.59,282.05,337,1737.48
8364,711.84,407.81,283.27,337,1739.92
8366,711.84,407.81,282.05,337,1738.7
8368,711.84,407.81,283.27,337,1739.92
8370,711.84,407.81,282.05,338.22,1739.92
8372,711.84,406.59,282.05,338.22,1738.7
8374,713.06,406.59,282.05,337,1738.7
8376,713.06,406.59,282.05,338.22,1739.92
8378,711.84,406.59,283.27,338.22,1739.92
8380,711.84,406.59,282.05,337,1737.48
8382,711.84,406.59,282.05,338.22,1738.7
8384,713.06,406.59,283.27,337,1739.92
8386,711.84,406.59,282.05,337,1737.48
8388,711.84,406.59,283.27,338.22,1739.92
8390,711.84,406.59,282.05,338.22,1738.7
8392,711.84,407.81,282.05,337,1738.7
8394,711.84,407.81,282.05,337,1738.7
8396,711.84,406.59,282.05,337,1737.48
8398,711.84,406.59,282.05,337,1737.48
8400,711.84,406.59,282.05,337,1737.48
8402,711.84,407.81,282.05,337,1738.7
8404,711.84,406.59,282.05,337,1737.48
8406,713.06,406.59,282.05,338.22,1739.92
8408,711.84,406.59,283.27,338.22,1739.92
8410,711.84,406.59,282.05,338.22,1738.7
8412,711.84,407.81,282.05,337,1738.7
8414,711.84,406.59,282.05,337,1737.48
8416,710.62,406.59,282.05,338.22,1737.48
8418,711.84,406.59,282.05,338.22,1738.7
8420,711.84,406.59,282.05,337,1737.48
8422,710.62,407.81,282.05,337,1737.48
8424,711.84,406.59,282.05,337,1737.48
8426,710.62,407.81,282.05,337,1737.48
8428,711.84,407.81,282.05,337,1738.7
8430,713.06,406.59,282.05,337,1738.7
8432,711.84,406.59,283.27,337,1738.7
8434,711.84,406.59,282.05,337,1737.48
8436,711.84,407.81,282.05,337,1738.7
8438,711.84,406.59,282.05,338.22,1738.7
8440,711.84,406.59,282.05,338.22,1738.7
8442,711.84,406.59,282.05,337,1737.48
8444,711.84,406.59,282.05,338.22,1738.7
8446,711.84,406.59,282.05,337,1737.48
8448,711.84,406.59,282.05,338.22,1738.7
8450,711.84,406.59,282.05,338.22,1738.7
8452,711.84,406.59,283.27,338.22,1739.92
8454,711.84,406.59,283.27,338.22,1739.92
8456,711.84,406.59,282.05,338.22,1738.7
8458,711.84,406.59,282.05,337,1737.48
8460,710.62,406.59,282.05,337,1736.26
8462,711.84,406.59,282.05,337,1737.48
8464,711.84,406.59,282.05,337,1737.48
8466,711.84,406.59,282.05,338.22,1738.7
8468,711.84,406.59,282.05,337,1737.48
8470,711.84,406.59,282.05,338.22,1738.7
8472,711.84,406.59,282.05,338.22,1738.7
8474,710.62,406.59,282.05,337,1736.26
8476,711.84,407.81,282.05,337,1738.7
8478,711.84,406.59,282.05,337,1737.48
8480,711.84,407.81,282.05,337,1738.7
8482,710.62,406.59,282.05,337,1736.26
8484,710.62,407.81,282.05,337,1737.48
8486,711.84,406.59,282.05,337,1737.48
8488,711.84,406.59,282.05,337,1737.48
8490,710.62,406.59,282.05,337,1736.26
8492,711.84,407.81,282.05,338.22,1739.92
8494,711.84,407.81,282.05,338.22,1739.92
8496,711.84,406.59,283.27,338.22,1739.92
8498,711.84,407.81,283.27,338.22,1741.14
8500,711.84,406.59,283.27,337,1738.7
8502,711.84,407.81,282.05,338.22,1739.92
8504,711.84,406.59,282.05,337,1737.48
8506,711.84,406.59,282.05,337,1737.48
8508,711.84,406.59,282.05,337,1737.48
8510,711.84,406.59,282.05,337,1737.48
8512,711.84,406.59,282.05,337,1737.48
8514,711.84,406.59,282.05,337,1737.48
8516,711.84,406.59,283.27,338.22,1739.92
8518,710.62,406.59,282.05,338.22,1737.48
8520,711.84,406.59,282.05,338.22,1738.7
8522,711.84,406.59,282.05,337,1737.48
8524,710.62,406.59,282.05,337,1736.26
8526,710.62,406.59,282.05,337,1736.26
8528,711.84,406.59,282.05,337,1737.48
8530,711.84,406.59,282.05,337,1737.48
8532,711.84,406.59,282.05,338.22,1738.7
8534,711.84,407.81,282.05,337,1738.7
8536,711.84,406.59,282.05,337,1737.48
8538,711.84,406.59,282.05,337,1737.48
8540,711.84,406.59,282.05,337,1737.48
8542,711.84,406.59,282.05,337,1737.48
8544,710.62,406.59,282.05,338.22,1737.48
8546,711.84,406.59,282.05,337,1737.48
8548,713.06,406.59,282.05,338.22,1739.92
8550,711.84,406.59,282.05,338.22,1738.7
8552,711.84,406.59,282.05,338.22,1738.7
8554,711.84,406.59,283.27,337,1738.7
8556,711.84,406.59,282.05,337,1737.48
8558,711.84,406.59,282.05,338.22,1738.7
8560,711.84,407.81,282.05,337,1738.7
8562,711.84,407.81,282.05,337,1738.7
8564,713.06,406.59,282.05,338.22,1739.92
8566,711.84,406.59,282.05,338.22,1738.7
8568,711.84,406.59,282.05,337,1737.48
8570,711.84,406.59,282.05,338.22,1738.7
8572,711.84,406.59,282.05,338.22,1738.7
8574,713.06,406.59,282.05,337,1738.7
8576,711.84,406.59,282.05,337,1737.48
